source,text,processed_text,year,sentiment
kaggle,"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",polish business employs people net sales eur 2007,2007.0,neutral
kaggle,"Royal Mail, Johnson Matthey lead FTSE lower",royal mail johnson matthey lead ftse lower,,negative
kaggle,Morrisons faces festive sales test,morrisons faces festive sales test,,negative
kaggle,"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",dirk jones head financial institutions client sales management gts citigroup inc said citi extremely pleased providing global custody services pohjola group bank,,positive
kaggle,"FDA approves NPS drug, in move validating Shire takeover deal",fda approves nps drug move validating shire takeover deal,,positive
kaggle,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,october 2010 finnish metal products company componenta oyj hel said yesterday net loss narrowed first nine months 2010 period 2009,2010.0,positive
kaggle,"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",period sales dropped according interim report released today,,negative
kaggle,"Department store sales improved by 14 % to EUR 1,070.6 mn .",department store sales improved eur mn,,positive
kaggle,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .",executive said countries brazil chile argentina mexico lead adoption business ethernet services segment brazil mexico early adopters carrier ethernet mobile backhaul,,neutral
kaggle,Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .,marketing use tikkurila existing infra structure local knowledge russia,,neutral
kaggle,$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,twtr best scenario going forward stock slowly falling everyday quite probable,,negative
kaggle,"Baird likes $TSLA - upgrades to outperform, lifts price target to $300. Research firm also sees no capital raise necessary in next few qtrs",baird likes tsla upgrades outperform lifts price target research firm also sees capital raise necessary next qtrs,,positive
kaggle,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",global sports equipment maker amer sports whose brands include atomic salomon wilson saw percent increase net profit euro million million strong sales cost cuts,,positive
kaggle,$FB watching for bounce tomorrow,fb watching bounce tomorrow,,positive
kaggle,"In addition , the company is considering the start of production in Russia .",addition company considering start production russia,,neutral
kaggle,NetCom expects to complete Turbo 3G deployment in these areas this year .,netcom expects complete turbo deployment areas year,,neutral
kaggle,J+ñrvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,portti also planning reduce use sodium nitrite,,neutral
kaggle,"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",according ceo matti perkonoja parent company hkscan company performance first quarter 2010 remained clearly level corresponding period 2009,2010.0,negative
kaggle,"The company will publish its financial statement for 2008 on February 25 , 2009 .",company publish financial statement 2008 february 2009,2008.0,neutral
kaggle,"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",share sale foreign finnish investors expected raise million us million,,neutral
kaggle,$SPY http://stks.co/1MiR We're holding above Wednesday and Thursday closes. I'm leaning bullish. Small postions. Waiting.,spy http holding wednesday thursday closes leaning bullish small postions waiting,,positive
kaggle,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",finnish plumbing heating systems supplier uponor net sales continuing operations decreased 2008 eur mn eur mn 2007,2008.0,negative
kaggle,"The handset also features a Media Bar for quick access to favorite media and applications , including music , photos , YouTube or Ovi Share .",handset also features media bar quick access favorite media applications including music photos youtube ovi share,,neutral
kaggle,Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,finnish honkarakenne specialises building log houses planning use pine russian karelia,,neutral
kaggle,Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress .,among biggest christmas sellers satin bow shift dress styled outfits worn victoria beckham paris hilton prom dress,,neutral
kaggle,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,unaudited consolidated results aspocomp group ifrs reporting standards,,neutral
kaggle,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",comparable operating profit quarter decreased sales increased compared third quarter 2007,2007.0,neutral
kaggle,$RAD All my charts are flashing oversold.,rad charts flashing oversold,,neutral
kaggle,$FB gettin in the buy zone soon ;),fb gettin buy zone soon,,positive
kaggle,The order was valued at over EUR15m .,order valued,,neutral
kaggle,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",finnish financial software solutions developer basware oyj said net profit fell euro mln first quarter 2007 mln euro mln year earlier,2007.0,neutral
kaggle,Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,windows awful force upgrade pc without consent windows microsoft msft,,negative
kaggle,"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",finnish forest machinery equipment maker ponsse oyj said october 2007 deliver total method forest machines harvester heads brazilian paper maker bahia pulp unnamed uruguayan wood harvesting contractors,2007.0,positive
kaggle,"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 .",finnish software company qpr software plc omx helsinki reported thursday october operating profit net sales third quarter 2008,2008.0,neutral
kaggle,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",operating profit net sales period increased respectively compared corresponding period 2006,2006.0,positive
kaggle,An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,international conference call audio webcast concerning financial result 2010 begin eet,2010.0,neutral
kaggle,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",finnish kemira net sales eur decreased eur mn 2009 eur mn 2008,2009.0,negative
kaggle,"$ZSL looking very weak, could be a good short setup.",zsl looking weak could good short setup,,negative
kaggle,"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",rme telcontar enables handset calculate best route includes support routes feature navigability routing via foot ferry,,neutral
kaggle,Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,calls switchboard directory services decreased significantly since employees contact information colleagues customers phone place call directly,,neutral
kaggle,"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",ap caterpillar posts percent jump profit steep global sales increase tops wall view cat,,positive
kaggle,Insurance policies should be simple .,insurance policies simple,,neutral
kaggle,Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,nokia capcom announced resident evil degeneration released later year,,neutral
kaggle,"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",steelmaker said drop profit explained continuing economic uncertainty mixed current drought bank lending resulting decline demand products customers find increasingly difficult fund operations,,negative
kaggle,$SPY weak close,spy weak close,,negative
kaggle,Compass Group says positive for year ahead,compass group says positive year ahead,,positive
kaggle,UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,said indicated interest domestic consolidations,,neutral
kaggle,It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,also turned earnings per share eps eur versus loss per share eur,,positive
kaggle,"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .",janno reiljan member eesti energia supervisory board said owners narva power grid informed eesti energia wish sell,,neutral
kaggle,"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",antibody administered repeated doses generally well tolerated pharmacokinetic characteristics psoriasis patients consistent observed previously completed study rheumatoid arthritis ra patients,,neutral
kaggle,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",media advisory ntsb said subsequent testing train detection system intermittently failed,,neutral
kaggle,"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",according honka japan managing director marko saarelainen honkarakenne exports ready made log houses japan year,,neutral
kaggle,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",consolidated unaudited results amanda capital ifrs reporting standards,,neutral
kaggle,The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,finnish daily kauppalehti surmises finnish supplier rautaruukki raised prices aker comfort zone,,neutral
kaggle,"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",tornio works employs scope temporary layoffs period,,neutral
kaggle,The result before taxes was a loss of 25.0 million euros .,result taxes loss million euros,,neutral
kaggle,BHP Billiton drags FTSE lower after slashing dividend,bhp billiton drags ftse lower slashing dividend,,negative
kaggle,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",alma media holds company remaining shares owned company key employees,,neutral
kaggle,"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",member oneworld alliance includes american airlines british airways,,neutral
kaggle,"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",many commercial vessels got stuck narrow bay bothnia ice thicker around aaland islands,,neutral
kaggle,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",following acquisition relacom strengthen presence finland serving operators office market mobile fixed networks construction installation maintenance services,,positive
kaggle,Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,ponsse projects forest machine markets improve expected 2010 previous year,2010.0,positive
kaggle,"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",ahlstrom corporation anne pirila director financial communications distribution helsinki stock exchange main media ahlstrom brief ahlstrom leader development manufacture marketing high performance materials,,neutral
kaggle,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,february 2011 finnish textile clothing company marimekko oyj hel said today preliminary operating profit grew 2010 2009,2011.0,positive
kaggle,"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",price raw material aluminium went end 2005 company considers outlook 2006 favourable,2005.0,positive
kaggle,volatility squeeze in $AAPL. I hope it gets resolved to the upside,volatility squeeze aapl hope gets resolved upside,,neutral
kaggle,"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",ramirent net sales second quarterended june euro million million increase compared euro million thesecond quarter last year,,positive
kaggle,"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",fortum holds pct share capital pct voting rights company plans delist warsaw stock exchange,,neutral
kaggle,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",westphalia issue benchmark year fixed rate deal euros,,neutral
kaggle,"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",reported first half 2008 seen growing number targeted malware attacks individuals companies organizations,2008.0,neutral
kaggle,$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,yelp wayyy overvalued right imo trading single digits may take short pos earnings near term target,,negative
kaggle,"As a domestic business , Best-In is already close to Finnish dog owners .",domestic business already close finnish dog owners,,positive
kaggle,"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",donations granted aalto university universities helsinki tampere turku eastern finland oulu vaasa polytechnics announced later,,neutral
kaggle,"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur .",neste oil extended yesterday gains put pct eur utility fortum shed pct eur,,neutral
kaggle,@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,scottrade tsla available shorting time w,,negative
kaggle,"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",finnish neste oil previously list fallen list completely,,neutral
kaggle,The webcast may be followed online on the company website at www.ruukki.com/investors .,webcast may followed online company website,,neutral
kaggle,YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,yit says acquisition part strategy expansion central eastern european markets,,positive
kaggle,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",hayward target designs active casual dress footwear well boots sandals,,neutral
kaggle,"It s an area that is highly valued , because most of the land there has already been built on .",area highly valued land already built,,neutral
kaggle,"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",companies ready invest funds deal rostelecom rts rtkm,,positive
kaggle,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,qpr product family fully compatible microsoft windows operating system,,neutral
kaggle,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",address location provided local controller preferably wireless transmission uses address location access appliance control module,,neutral
kaggle,It will use the proceeds from the transaction to achieve its target .,use proceeds transaction achieve target,,neutral
kaggle,@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,unxl like ascending triangle chart breakout coming monday http promising,,positive
kaggle,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",profit taxes eur mn eur mn,,negative
kaggle,"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",pleased working fujitsu ntt docomo advance progress lte said juergen walter head converged core nokia siemens networks,,positive
kaggle,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",information released september 2008 nokia american depositary shares fell,2008.0,neutral
kaggle,All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,amer sports companies develop manufacture technically advanced products improve performance active sports participants,,neutral
kaggle,The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,company pledged new software would render documents much appear desktop computers,,neutral
kaggle,"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",rory fitzgerald general manager operations bristol port said use low maintenance technology save per cent servicing plus load sensing hydraulics save us extra per cent fuel consumption,,positive
kaggle,Kingfisher takeover of Mr Bricolage could hit a brick wall,kingfisher takeover mr bricolage could hit brick wall,,negative
kaggle,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",adpnews may 2010 finnish cutlery hand tools maker fiskars oyj abp hel fisas said today net profit declined eur million usd first quarter 2010 eur million correspond,2010.0,negative
kaggle,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",frost sold shares million per share compared friday high low,,neutral
kaggle,"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",according preliminary data slovakia statistics office goods worth million imported finland january october 2010 making percent slovakia total imports,2010.0,neutral
kaggle,Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,niam offer financial investors high return via investments funds turn invest types properties,,neutral
kaggle,$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,avgo great growth stk also raised dividend clearly great investment http,,positive
kaggle,SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,skf april 2010 alandsbanken given buy recommendation swedish industrial company skf ab sto skf b share price target,2010.0,positive
kaggle,"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",trading code number shares gratuitous transfer elisa holds total shares,,neutral
kaggle,The deal is subject to approval by the Norwegian competition authorities .,deal subject approval norwegian competition authorities,,neutral
kaggle,Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,fortum intended spend much euro bn become sole owner,,neutral
kaggle,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",period sales dropped eur million eur million according interim report released today,,neutral
kaggle,The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,solutions used upgrading networks russian mso different cities russia,,positive
kaggle,`` The combined activities will create value for shareholders and be good for our employees and customers .,combined activities create value shareholders good employees customers,,positive
kaggle,He confirmed his view on July 6 .,confirmed view july,,neutral
kaggle,Glencore blames rivals for creating metals glut,glencore blames rivals creating metals glut,,negative
kaggle,Estonia 's beer market overall grew three percent last year to 130 million liters .,estonia beer market overall grew three percent last year million liters,,positive
kaggle,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",business transfer take effect january 2007 connection employees transfer elisa daxtum continuing employees,2007.0,neutral
kaggle,"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",llc voice data management solution provider wireless companies operations worldwide transferring deployment operations finnish mobile giant includes civil works site acquisition services,,neutral
kaggle,The company will also be compensated for acting as a reserve batch plant .,company also compensated acting reserve batch plant,,positive
kaggle,@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,asdfllc nice pop today told ya would green haha funny bring actually working story nok moment,,positive
kaggle,"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",cerberus capital management printing paper maker newpage posted mixed results casting cloud planned initial public offering,,negative
kaggle,$INO back in this am small post,ino back small post,,positive
kaggle,"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",pension insurance company required diversify put much one asset class,,neutral
kaggle,"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",p ferries efficient powerful vessel dover calais route head shipbuilder rauma yard timo suistio said,,positive
kaggle,"$pcln back over ""up"" trendline from 10/4",pcln back trendline,,positive
kaggle,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",adp news feb 2009 finnish construction company lemminkainen oyj hel said today net profit decreased eur million usd 2008 eur million 2007,2009.0,negative
kaggle,"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",time nokia india largest mnc sought topic could spark million approaches creativity emerging markets,,neutral
kaggle,I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,see day sma big hurdle good base building nflx https,,positive
kaggle,Autotank Group is part of Aspo 's Systems Division .,autotank group part aspo systems division,,neutral
kaggle,"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",media advisory ntsb said subsequent testing train detection system intermittently failed,,negative
kaggle,"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",wartsila contract october 2007 plant installed manturovo kostroma region russia km northeast moscow russia,2007.0,positive
kaggle,Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .,elisa commissioned finland poyry telecom oy conduct study reception estonia largest cities besides tallinn,,neutral
kaggle,Fortum also has a blocking stake in Northwestern TGK-1 .,fortum also blocking stake northwestern,,neutral
kaggle,It will report full-year results on August 22 .,report results august,,neutral
kaggle,It has been agreed with the company 's Board of Directors that she will be available in an advisory role .,agreed company board directors available advisory role,,neutral
kaggle,"Kaupthing forecasts that Finnish-Swedish Stora Enso will close its mill in Reisholz , in Germany .",kaupthing forecasts stora enso close mill reisholz germany,,neutral
kaggle,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",finnish silicon wafer technology company okmetic oyj omx helsinki reported thursday august operating profit period 2008 corresponding period 2007,2008.0,positive
kaggle,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,ruukki included djsi world second year running european djsi stoxx third year running,,neutral
kaggle,New Credit Suisse boss faces stiff challenge in Asia,new credit suisse boss faces stiff challenge asia,,negative
kaggle,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",operating loss totalled eur mn compared loss eur mn corresponding period,,negative
kaggle,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",operating profit eur mn eur mn,,neutral
kaggle,Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,russia video international group holds controlling stake russian media ventures,,neutral
kaggle,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,earnings per share eps amounted loss,,neutral
kaggle,"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",siriusxm added net new subscribers first quarter 2016 siri ceo sales marketresearch tech entrepreneur speaker,2016.0,positive
kaggle,"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",nordic exchange omx offers access approximately percent nordic baltic securities market,,neutral
kaggle,"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",group business sectors building construction infrastructure construction technical building services building products,,neutral
kaggle,"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",thanksto improvements demand adjustments made theutilization rates cramo fleet substantiallyimproved,,positive
kaggle,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",2009 net profit company paid dividend apiece,2009.0,neutral
kaggle,FDA approves Shire's Vyvanse for binge-eating disorder,fda approves shire vyvanse disorder,,positive
kaggle,Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,micron shares pounded fears loss business apple stifel defends aapl mu http marjo,,negative
kaggle,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,finnish office supplies computer accessories dealer plc said net profit rose mln euro mln 2006 mln euro mln 2005,2006.0,positive
kaggle,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,update applies boost wells fargo stake pct,,positive
kaggle,The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,use validation rule base enables verifying processing rule bases managed different administrators fulfil set requirements,,neutral
kaggle,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",finnish exel composites technology company designs manufactures markets composite profiles tubes various industrial applications reports net sales decreased second quarter 2010 eur mn eur mn corresponding period 2009,2010.0,negative
kaggle,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",national conciliator juhani salonius met parties wednesday said far apart views propose mediation,,neutral
kaggle,Long $X 24.62,long x,,positive
kaggle,"The number of class A shares remains unchanged at 9,526,089 shares .",number class shares remains unchanged shares,,neutral
kaggle,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .,operating profit fell eur mn eur mn third quarter 2007,2007.0,negative
kaggle,The pipeline is strong .,pipeline strong,,positive
kaggle,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,implementation project carried finnish company yit association investment fund evli property investment russia epi,,neutral
kaggle,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,extraordinary general meeting expected take place later february 2011,2011.0,neutral
kaggle,"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",rautalinko resposnible also mobility services job division continued marek hintze,,neutral
kaggle,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",operating result showed loss eur mn year showed profit eur mn,,negative
kaggle,"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",adp news dec 2008 finnish construction engineering company outotec oyj omx said today eur million usd order expand phosphate concentrator siilinjarvi norwegian minera,2008.0,positive
kaggle,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",method smelt spouts separated working area shielding wall arranged movable relation smelt spouts,,neutral
kaggle,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",kesko car import retailing business saw sales grow pct,,positive
kaggle,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",pretax profit rose eur mn eur corresponding period 2005,2005.0,positive
kaggle,$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,coh gaining momentum nice buy signals long http,,positive
kaggle,"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",investors continue interested company share although quite cheap affarsvarlden said,,positive
kaggle,"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",slw weekly calls x volume worth chance jmho http,,positive
kaggle,He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,member board numerous shareholder boardman ltd board specialist,,neutral
kaggle,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,finnish vacon signed significant deals norwegian scandinavian electric systems ses supply ac drives,,positive
kaggle,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",finnish kemira group ceo lasse kurkilahti says group structural reorganisation continue least year,,neutral
kaggle,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",pm omx helsinki pct omx helsinki pct lower mln eur turnover,,neutral
kaggle,The figure does not include food exports from Finland .,figure include food exports finland,,neutral
kaggle,They are also upset that some of the machinery and work is taken over to Poland .,also upset machinery work taken poland,,neutral
kaggle,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",operations sold include manufacturing units finland france poland turkey well sales units germany lithuania,,neutral
kaggle,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",operating income eur mn including eur mn restructuring expenses,,neutral
kaggle,The company distributes Hiab 's products as well as other products .,company distributes hiab products well products,,neutral
kaggle,FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,fcc chairman kevin martin said fair play required extending deregulatory rules digital subscriber lines telecom providers use broadband networks,,neutral
